Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
,,,,,,,,,,"251738","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","758169795","Endlich_Zuhause!","86565","31656246"
,,,,,,,,,,"185000","true",,,"700",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660710969","Ideal_fuer_die_junge_Familie","97517","46541269"
,,,,,,,,,,"179000","true",,,"700",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710760","Modernes_Wohnen_auf_den_Punkt_gebracht","97517","46541269"
,,,,,,,,,,"279000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660710416","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97517","46541269"
,,,,,,,,,,"215000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","708148159","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97517","46541269"
,,,,,,,,,,"297000","true",,,"1300",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","708148106","Da_kommt_Lebensfreude_auf","97517","46541269"
,,,,,,,,,,"181000","true",,,"780",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038296","Ideal_fuer_die_junge_Familie","97705","46541269"
,,,,,,,,,,"209000","true",,,"820",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660711196","Ideal_fuer_die_junge_Familie","97517","46541269"
,,,,,,,,,,"269000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712872","Da_kommt_Lebensfreude_auf","97842","46541269"
,,,,,,,,,,"293000","true",,,"600",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712853","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97842","46541269"
,,,,,,,,,,"269000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039582","Da_kommt_Lebensfreude_auf","97631","46541269"
,,,,,,,,,,"229000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","643041494","Heute_schon_an_die_Zukunft_denken___komfortables...","97631","46541269"
,,,,,,,,,,"264000","true",,,"850",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039611","Da_kommt_Lebensfreude_auf","97631","46541269"
,,,,,,,,,,"335687","true",,,"850",,"villa",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","758169915","Traeumen_Sie_noch___oder_wohnen_Sie_schon?","86565","31656246"
,,,,,,,,,,"351107","true",,,"750",,"villa",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","753594352","Residieren_im_Stil_der_Toskana","86565","31656246"
,,,,,,,,,,"367807","true",,,"850",,"villa",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","758169937","City_Villa___So_schoen_kann_Wohnen_sein.","86565","31656246"
,,,,,,,,,,"207000","true",,,"580",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643039802","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97631","46541269"
,,,,,,,,,,"214000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643041531","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97616","46541269"
,,,,,,,,,,"209000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643039781","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97631","46541269"
,,,,,,,,,,"211000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643040068","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97633","46541269"
,,,,,,,,,,"244000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","643040190","Alle_unter_einem_Dach","97633","46541269"
,,,,,,,,,,"224000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643040761","Ideal_fuer_die_junge_Familie","97633","46541269"
,,,,,,,,,,"204000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643040383","Da_kommt_Lebensfreude_auf","97633","46541269"
,,,,,,,,,,"206000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039983","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97633","46541269"
,,,,,,,,,,"299000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712426","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97842","46541269"
,,,,,,,,,,"191000","true",,,"580",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643041510","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97631","46541269"
,,,,,,,,,,"229000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","643553710","Heute_schon_an_die_Zukunft_denken___komfortables...","97631","46541269"
,,,,,,,,,,"214000","true",,,"920",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039432","Modernes_Wohnen_auf_den_Punkt_gebracht","97631","46541269"
,,,,,,,,,,"254000","true",,,"850",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","643039682","Alle_unter_einem_Dach","97631","46541269"
,,,,,,,,,,"197000","true",,,"580",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039278","Da_kommt_Lebensfreude_auf","97631","46541269"
,,,,,,,,,,"214000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","643553070","Heute_schon_an_die_Zukunft_denken___komfortables...","97631","46541269"
,,,,,,,,,,"257000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039197","Da_kommt_Lebensfreude_auf","97631","46541269"
,,,,,,,,,,"269000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660711846","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97842","46541269"
,,,,,,,,,,"173000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039556","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97616","46541269"
,,,,,,,,,,"194000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643040116","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97616","46541269"
,,,,,,,,,,"199000","true",,,"500",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643041432","Modernes_Wohnen_auf_den_Punkt_gebracht","97616","46541269"
,,,,,,,,,,"249000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643041337","Ideal_fuer_die_junge_Familie","97616","46541269"
,,,,,,,,,,"234000","true",,,"670",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643039817","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97616","46541269"
,,,,,,,,,,"244000","true",,,"770",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643039835","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97616","46541269"
,,,,,,,,,,"233000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","643547300","Heute_schon_an_die_Zukunft_denken___komfortables...","97616","46541269"
,,,,,,,,,,"299000","true",,,"1560",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","643039701","Alle_unter_einem_Dach","97631","46541269"
,,,,,,,,,,"202000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039301","Da_kommt_Lebensfreude_auf","97631","46541269"
,,,,,,,,,,"252000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643040666","Da_kommt_Lebensfreude_auf","97633","46541269"
,,,,,,,,,,"229000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039047","Ideal_fuer_die_junge_Familie","97631","46541269"
,,,,,,,,,,"199000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643551152","Modernes_Wohnen_auf_den_Punkt_gebracht","97633","46541269"
,,,,,,,,,,"204000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643041451","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97631","46541269"
,,,,,,,,,,"244000","true",,,"1250",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643547308","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97631","46541269"
,,,,,,,,,,"196000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039477","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97631","46541269"
,,,,,,,,,,"289000","true",,,"880",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039627","Da_kommt_Lebensfreude_auf","97616","46541269"
,,,,,,,,,,"289000","true",,,"880",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","643039741","Alle_unter_einem_Dach","97616","46541269"
,,,,,,,,,,"204000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039447","Modernes_Wohnen_auf_den_Punkt_gebracht","97616","46541269"
,,,,,,,,,,"277000","true",,,"620",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643041613","Da_kommt_Lebensfreude_auf","97616","46541269"
,,,,,,,,,,"274000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039651","Da_kommt_Lebensfreude_auf","97616","46541269"
,,,,,,,,,,"249000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","643037732","Heute_schon_an_die_Zukunft_denken___komfortables...","97616","46541269"
,,,,,,,,,,"199000","true",,,"600",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039522","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97616","46541269"
,,,,,,,,,,"209000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039323","Da_kommt_Lebensfreude_auf","97616","46541269"
,,,,,,,,,,"259000","true",,,"1250",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643037719","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97631","46541269"
,,,,,,,,,,"249000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643039064","Ideal_fuer_die_junge_Familie","97631","46541269"
,,,,,,,,,,"299000","true",,,"1130",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","643039121","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97631","46541269"
,,,,,,,,,,"304000","true",,,"1180",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712950","Da_kommt_Lebensfreude_auf","97842","46541269"
,,,,,,,,,,"200000","true",,,"1080",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","660712937","Alle_unter_einem_Dach","97842","46541269"
,,,,,,,,,,"219000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712926","Ideal_fuer_die_junge_Familie","97842","46541269"
,,,,,,,,,,"283000","true",,,"1080",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","643037946","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97714","46541269"
,,"true",,"1955",,,,,"true","198000",,"true",,"777.00",,"mehrfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5.0","717592236","***_kurzfristig_verfuegbar_***","97907","49228069"
,,,,,,,,,,"185000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710715","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97705","46541269"
,,,,,,,,,,"212000","true",,,"845",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660711260","Ideal_fuer_die_junge_Familie","97705","46541269"
,,,,,,,,,,"248000","true",,,"840",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038005","Da_kommt_Lebensfreude_auf","97705","46541269"
,,,,,,,,,,"192000","true",,,"690",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","683198899","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97705","46541269"
,,,,,,,,,,"190000","true",,,"470",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683198788","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97705","46541269"
,,,,,,,,,,"256000","true",,,"840",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","643038487","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97705","46541269"
,,,,,,,,,,"247000","true",,,"740",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","683198976","Alle_unter_einem_Dach","97705","46541269"
,,,,,,,,,,"205000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660713320","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97828","46541269"
,,,,,,,,,,"210000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660713296","Endlich_genug_Raum_fuer_alle","97828","46541269"
,,,,,,,,,,"241000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","668028752","Da_kommt_Lebensfreude_auf","97828","46541269"
,,,,,,,,,,"264000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712024","Da_kommt_Lebensfreude_auf","97842","46541269"
,,,,,,,,,,"290000","true",,,"1100",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713265","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97828","46541269"
,,,,,,,,,,"263000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708148517","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97828","46541269"
,,,,,,,,,,"253000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","646812026","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97647","46541269"
,,"true",,"1971",,,,,,"230000",,"true",,"539",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","7","735157287","***_kurzfristig_verfuegbar_***","97947","49228069"
,,,,,,,,,,"297000","true",,,"1280",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","668028813","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97828","46541269"
,,,,,,,,,,"179000","true",,,"390",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643037930","Da_kommt_Lebensfreude_auf","97714","46541269"
,,,,,,,,,,"212000","true",,,"840",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038574","Ideal_fuer_die_junge_Familie","97705","46541269"
,,,,,,,,,,"179000","true",,,"780",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643038314","Da_kommt_Lebensfreude_auf","97705","46541269"
,,,,,,,,,,"259000","true",,,"1080",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","643038813","Alle_unter_einem_Dach","97714","46541269"
,,,,,,,,,,"191000","true",,,"390",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199054","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97714","46541269"
,,,,,,,,,,"225000","true",,,"660",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","725839863","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97714","46541269"
,,,,,,,,,,"240000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713281","Geniessen_Sie_entspannte_Sonnenstunden_auf_der_Terrasse","97828","46541269"
,,,,,,,,,,"241000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","725839904","Ideal_fuer_die_junge_Familie","97714","46541269"
,,,,,,,,,,"275000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","725839881","Da_kommt_Lebensfreude_auf","97714","46541269"
,,,,,,,,,,"220000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713351","Ideal_fuer_die_junge_Familie","97828","46541269"
,,,,,,,,,,"285000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","725838790","Geniessen_Sie_entspannte_Sonnenstunden_auf_der_Terrasse","97753","46541269"
,,,,,,,,,,"270000","true",,,"960",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","660713734","Alle_unter_einem_Dach","97753","46541269"
,,,,,,,,,,"315000","true",,,"920",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","660712589","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97837","46541269"
,,,,,,,,,,"340000","true",,,"550",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","748324811","Alles_genau_perfekt_fuer_Sie","97947","43466797"
,,,,,,,,,,"350000","true",,,"580",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","748325106","Offen_fuer_ein_neues_Lebensgefuehl","97947","43466797"
,,,,,,,,,,"360000","true",,,"580",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","748327163","Traumhaus_zum_Wohlfuehlen","97947","43466797"
,,,,,,,,,,"335000","true",,,"580",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","748326243","Da_kommt_Lebensfreude_auf","97947","43466797"
,,,,,,,,,,"320000","true",,,"580",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","748327910","Ein_tolles_Haus_mit_viel_Licht_und_Platz","97947","43466797"
,,,,,,,,,,"203000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646812003","Ideal_fuer_die_junge_Familie","97647","46541269"
,,,,,,,,,,"194000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646812131","Da_kommt_Lebensfreude_auf","97647","46541269"
,,,,,,,,,,"194000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646812063","Ideal_fuer_die_junge_Familie","97647","46541269"
,,,,,,,,,,"238000","true",,,"900",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646812043","Da_kommt_Lebensfreude_auf","97647","46541269"
,,,,,,,,,,"229000","true",,,"500",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","725838632","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97753","46541269"
,,,,,,,,,,"216000","true",,,"560",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713713","Ideal_fuer_die_junge_Familie","97753","46541269"
,,,,,,,,,,"242000","true",,,"600",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","725838664","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97753","46541269"
,,,,,,,,,,"281000","true",,,"680",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","725839485","Alle_unter_einem_Dach","97753","46541269"
,,,,,,,,,,"248000","true",,,"740",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713756","Geniessen_Sie_entspannte_Sonnenstunden_auf_der_Terrasse","97753","46541269"
,,,,,,,,,,"275000","true",,,"700",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","725838617","Da_kommt_Lebensfreude_auf","97753","46541269"
,,,,,,,,,,"198000",,,,"500",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","100","3","660712521","Heute_schon_an_die_Zukunft_denken___komfortables...","97837","46541269"
,,,,,,,,,,"290000","true",,,"800",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","748327837","Ihr_Traum_vom_Eigenheim","97900","43466797"
,,,,,,,,,,"360000","true",,,"650",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","748327096","Viel_Platz_fuer_eigene_Traeume","97900","43466797"
,,,,,,,,,,"305000","true",,,"580",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","748327602","Viel_Raum_durch_hohem_Kniestock","97950","43466797"
